"Gene Symbol"	"Disease Name"
"SAMHD1"	"SARC"
"SAMSN1"	"SARC"
"SASH3"	"SARC"
"SCO2"	"SARC"
"SDF2L1"	"SARC"
"SEL1L3"	"SARC"
"SELPLG"	"SARC"
"SEPT6"	"SARC"
"SERPINB2"	"SARC"
"SERPINB9"	"SARC"
"SGPP2"	"SARC"
"SH2B3"	"SARC"
"SH2D2A"	"SARC"
"SHKBP1"	"SARC"
"SIGLEC1"	"SARC"
"SKAP2"	"SARC"
"SLAMF1"	"SARC"
"SLAMF7"	"SARC"
"SLAMF8"	"SARC"
"SLA"	"SARC"
"SLC11A1"	"SARC"
"SLC15A3"	"SARC"
"SLC2A3"	"SARC"
"SLC2A6"	"SARC"
"SLC31A1"	"SARC"
"SLC31A2"	"SARC"
"SLC38A6"	"SARC"
"SMAP2"	"SARC"
"SNX11"	"SARC"
"SOAT1"	"SARC"
"SP110"	"SARC"
"SPI1"	"SARC"
"SSR3"	"SARC"
"ST6GALNAC4"	"SARC"
"ST8SIA4"	"SARC"
"STAB1"	"SARC"
"STAP1"	"SARC"
"STAT4"	"SARC"
"STAT5A"	"SARC"
"STK10"	"SARC"
"STK17B"	"SARC"
"STX11"	"SARC"
"STXBP2"	"SARC"
"SWAP70"	"SARC"
"SYK"	"SARC"
"SYTL3"	"SARC"
"TAGAP"	"SARC"
"TALDO1"	"SARC"
"TAP1"	"SARC"
"TAP2"	"SARC"
"TBC1D10C"	"SARC"
"TBX21"	"SARC"
"TBXAS1"	"SARC"
"TCIRG1"	"SARC"
"TFEC"	"SARC"
"TGFA"	"SARC"
"TGFB1"	"SARC"
"TIFAB"	"SARC"
"TIGIT"	"SARC"
"TK2"	"SARC"
"TLR10"	"SARC"
"TLR1"	"SARC"
"TLR2"	"SARC"
"TLR4"	"SARC"
"TLR8"	"SARC"
"TM2D2"	"SARC"
"TM6SF1"	"SARC"
"TMC6"	"SARC"
"TMC8"	"SARC"
"TMED9"	"SARC"
"TMEM149"	"SARC"
"TMEM154"	"SARC"
"TMEM156"	"SARC"
"TMEM206"	"SARC"
"TMEM71"	"SARC"
"TMIGD2"	"SARC"
"TNFAIP2"	"SARC"
"TNFAIP6"	"SARC"
"TNFRSF10C"	"SARC"
"TNFRSF17"	"SARC"
"TNFRSF18"	"SARC"
"TNFRSF1B"	"SARC"
"TNFRSF4"	"SARC"
"TNFRSF9"	"SARC"
"TNFSF13B"	"SARC"
"TNFSF8"	"SARC"
"TNF"	"SARC"
"TNIP1"	"SARC"
"TNIP3"	"SARC"
"TPP1"	"SARC"
"TRADD"	"SARC"
"TRAF3IP3"	"SARC"
"TRAT1"	"SARC"
"TREM1"	"SARC"
"TREM2"	"SARC"
"TRIB1"	"SARC"
"TRPV2"	"SARC"
"TYMP"	"SARC"
"UBE2F"	"SARC"
"UCP2"	"SARC"
"UNC93B1"	"SARC"
"VNN2"	"SARC"
"WAS"	"SARC"
"WIPF1"	"SARC"
"WNT10A"	"SARC"
"XAF1"	"SARC"
"XCL1"	"SARC"
"ZAP70"	"SARC"
"ZBED2"	"SARC"
"ZBP1"	"SARC"
"ZEB2"	"SARC"
"ZNF467"	"SARC"
"ABTB1"	"SKCM"
"ACAP1"	"SKCM"
"ADAM19"	"SKCM"
"ADAM8"	"SKCM"
"ADAP2"	"SKCM"
"ADCY7"	"SKCM"
"AIF1"	"SKCM"
"AIM2"	"SKCM"
"AKNA"	"SKCM"
"ALOX15"	"SKCM"
"ALOX5"	"SKCM"
"ALPK1"	"SKCM"
"AMICA1"	"SKCM"
"AMPD1"	"SKCM"
"AMPD3"	"SKCM"
"APBB1IP"	"SKCM"
"APOBEC3A"	"SKCM"
"APOBEC3G"	"SKCM"
"ARHGAP15"	"SKCM"
"ARHGAP22"	"SKCM"
"ARHGAP25"	"SKCM"
"ARHGAP30"	"SKCM"
"ARHGAP9"	"SKCM"
"ARL4C"	"SKCM"
"ARNTL2"	"SKCM"
"ARPC5L"	"SKCM"
"ARRB2"	"SKCM"
"ATG16L2"	"SKCM"
"BANK1"	"SKCM"
"BATF3"	"SKCM"
"BATF"	"SKCM"
"BCL11A"	"SKCM"
"BCL11B"	"SKCM"
"BCL6"	"SKCM"
"BIN2"	"SKCM"
"BIRC3"	"SKCM"
"BLK"	"SKCM"
"BLNK"	"SKCM"
"BLOC1S2"	"SKCM"
"BTLA"	"SKCM"
"BTN3A2"	"SKCM"
"C10orf54"	"SKCM"
"C11orf21"	"SKCM"
"C12orf35"	"SKCM"
"C13orf31"	"SKCM"
"C17orf62"	"SKCM"
"C1orf162"	"SKCM"
"C1orf228"	"SKCM"
"C1orf38"	"SKCM"
"C5AR1"	"SKCM"
"C5orf20"	"SKCM"
"C5orf39"	"SKCM"
"C5orf56"	"SKCM"
"C7orf29"	"SKCM"
"CAMK1D"	"SKCM"
"CAMK4"	"SKCM"
"CARD11"	"SKCM"
"CASP1"	"SKCM"
"CBLB"	"SKCM"
"CCDC109B"	"SKCM"
"CCDC88B"	"SKCM"
"CCDC88C"	"SKCM"
"CCL17"	"SKCM"
"CCL19"	"SKCM"
"CCL1"	"SKCM"
"CCL20"	"SKCM"
"CCL22"	"SKCM"
"CCL24"	"SKCM"
"CCL4"	"SKCM"
"CCL8"	"SKCM"
"CCND2"	"SKCM"
"CCR1"	"SKCM"
"CCR2"	"SKCM"
"CCR3"	"SKCM"
"CCR5"	"SKCM"
"CCR7"	"SKCM"
"CCRL2"	"SKCM"
"CD160"	"SKCM"
"CD19"	"SKCM"
"CD1A"	"SKCM"
"CD1B"	"SKCM"
"CD1C"	"SKCM"
"CD1D"	"SKCM"
"CD1E"	"SKCM"
"CD209"	"SKCM"
"CD244"	"SKCM"
"CD247"	"SKCM"
"CD274"	"SKCM"
"CD27"	"SKCM"
"CD2"	"SKCM"
"CD300A"	"SKCM"
"CD37"	"SKCM"
"CD38"	"SKCM"
"CD3E"	"SKCM"
"CD3G"	"SKCM"
"CD40"	"SKCM"
"CD53"	"SKCM"
"CD5"	"SKCM"
"CD69"	"SKCM"
"CD6"	"SKCM"
"CD79A"	"SKCM"
"CD79B"	"SKCM"
"CD7"	"SKCM"
"CD80"	"SKCM"
"CD83"	"SKCM"
"CD84"	"SKCM"
"CD86"	"SKCM"
"CD8B"	"SKCM"
"CD96"	"SKCM"
"CDA"	"SKCM"
"CDC42SE2"	"SKCM"
"CECR1"	"SKCM"
"CFLAR"	"SKCM"
"CFP"	"SKCM"
"CHI3L1"	"SKCM"
"CHST15"	"SKCM"
"CHST2"	"SKCM"
"CHST7"	"SKCM"
"CISH"	"SKCM"
"CLC"	"SKCM"
"CLEC10A"	"SKCM"
"CLEC4A"	"SKCM"
"CLEC4E"	"SKCM"
"CLEC5A"	"SKCM"
"CLEC7A"	"SKCM"
"CLECL1"	"SKCM"
"CLIC2"	"SKCM"
"CLIC3"	"SKCM"
"CMPK2"	"SKCM"
"CMTM2"	"SKCM"
"COTL1"	"SKCM"
"CPNE5"	"SKCM"
"CPVL"	"SKCM"
"CR1"	"SKCM"
"CRLF2"	"SKCM"
"CRTAM"	"SKCM"
"CSF1R"	"SKCM"
"CSF1"	"SKCM"
"CSF2RA"	"SKCM"
"CSF2RB"	"SKCM"
"CSF2"	"SKCM"
"CSF3R"	"SKCM"
"CST7"	"SKCM"
"CSTA"	"SKCM"
"CTLA4"	"SKCM"
"CTSD"	"SKCM"
"CTSW"	"SKCM"
"CTSZ"	"SKCM"
"CX3CR1"	"SKCM"
"CXCL10"	"SKCM"
"CXCL11"	"SKCM"
"CXCL1"	"SKCM"
"CXCL3"	"SKCM"
"CXCL5"	"SKCM"
"CXCL9"	"SKCM"
"CXCR1"	"SKCM"
"CXCR2"	"SKCM"
"CXCR6"	"SKCM"
"CYB5R4"	"SKCM"
"CYBA"	"SKCM"
"CYBB"	"SKCM"
"CYLD"	"SKCM"
"CYP1B1"	"SKCM"
"CYSLTR1"	"SKCM"
"CYTH1"	"SKCM"
"CYTH4"	"SKCM"
"CYTIP"	"SKCM"
"DAPP1"	"SKCM"
"DEDD2"	"SKCM"
"DEF6"	"SKCM"
"DEFA4"	"SKCM"
"DENND2D"	"SKCM"
"DERL3"	"SKCM"
"DGKA"	"SKCM"
"DNAJC5B"	"SKCM"
"DOCK2"	"SKCM"
"DOCK8"	"SKCM"
"DOK3"	"SKCM"
"DPEP2"	"SKCM"
"DPYD"	"SKCM"
"DTX3L"	"SKCM"
"DUSP2"	"SKCM"
"EAF2"	"SKCM"
"EBI3"	"SKCM"
"EFHD2"	"SKCM"
"EIF4E3"	"SKCM"
"ELF4"	"SKCM"
"ELL2"	"SKCM"
"EMILIN2"	"SKCM"
"EMR3"	"SKCM"
"ENTPD1"	"SKCM"
"EOMES"	"SKCM"
"EVI2A"	"SKCM"
"EVI2B"	"SKCM"
"EVL"	"SKCM"
"EZR"	"SKCM"
"FAIM3"	"SKCM"
"FAM113B"	"SKCM"
"FAM129C"	"SKCM"
"FAM26F"	"SKCM"
"FAM46C"	"SKCM"
"FAM49A"	"SKCM"
"FAM55C"	"SKCM"
"FASLG"	"SKCM"
"FAS"	"SKCM"
"FBXO6"	"SKCM"
"FCAR"	"SKCM"
"FCER1A"	"SKCM"
"FCGR2A"	"SKCM"
"FCGR2B"	"SKCM"
"FCGR2C"	"SKCM"
"FCN1"	"SKCM"
"FCRL1"	"SKCM"
"FCRL2"	"SKCM"
"FCRL3"	"SKCM"
"FCRL5"	"SKCM"
"FERMT3"	"SKCM"
"FFAR2"	"SKCM"
"FGD3"	"SKCM"
"FGL2"	"SKCM"
"FGR"	"SKCM"
"FLI1"	"SKCM"
"FLVCR2"	"SKCM"
"FMNL1"	"SKCM"
"FNBP1"	"SKCM"
"FPR1"	"SKCM"
"FPR2"	"SKCM"
"FPR3"	"SKCM"
"FYB"	"SKCM"
"GBP1"	"SKCM"
"GBP5"	"SKCM"
"GCA"	"SKCM"
"GGTA1"	"SKCM"
"GIMAP2"	"SKCM"
"GIMAP4"	"SKCM"
"GIMAP5"	"SKCM"
"GIMAP6"	"SKCM"
"GIMAP7"	"SKCM"
"GLIPR1"	"SKCM"
"GLIPR2"	"SKCM"
"GLIS3"	"SKCM"
"GLT1D1"	"SKCM"
"GMFG"	"SKCM"
"GMIP"	"SKCM"
"GNA15"	"SKCM"
"GPR114"	"SKCM"
"GPR132"	"SKCM"
"GPR15"	"SKCM"
"GPR171"	"SKCM"
"GPR183"	"SKCM"
"GPR18"	"SKCM"
"GPR65"	"SKCM"
"GPR68"	"SKCM"
"GPR84"	"SKCM"
"GPRC5D"	"SKCM"
"GPSM3"	"SKCM"
"GRB2"	"SKCM"
"GZMA"	"SKCM"
"GZMB"	"SKCM"
"GZMH"	"SKCM"
"GZMK"	"SKCM"
"GZMM"	"SKCM"
"HAVCR2"	"SKCM"
"HCK"	"SKCM"
"HCLS1"	"SKCM"
"HCST"	"SKCM"
"HECA"	"SKCM"
"HK3"	"SKCM"
"HLA-DOB"	"SKCM"
"HLA-DQA1"	"SKCM"
"HLA-DQB1"	"SKCM"
"HMHA1"	"SKCM"
"HMOX1"	"SKCM"
"HPSE"	"SKCM"
"HS3ST3B1"	"SKCM"
"HVCN1"	"SKCM"
"ICAM2"	"SKCM"
"ICAM3"	"SKCM"
"ICOSLG"	"SKCM"
"ICOS"	"SKCM"
"IDO1"	"SKCM"
"IFI35"	"SKCM"
"IFI44L"	"SKCM"
"IFI44"	"SKCM"
"IFI6"	"SKCM"
"IFIH1"	"SKCM"
"IFIT2"	"SKCM"
"IFIT3"	"SKCM"
"IFNAR2"	"SKCM"
"IFNGR1"	"SKCM"
"IFNG"	"SKCM"
"IGSF6"	"SKCM"
"IKZF1"	"SKCM"
"IKZF2"	"SKCM"
"IL10RA"	"SKCM"
"IL12B"	"SKCM"
"IL15"	"SKCM"
"IL16"	"SKCM"
"IL18RAP"	"SKCM"
"IL1A"	"SKCM"
"IL23A"	"SKCM"
"IL24"	"SKCM"
"IL27RA"	"SKCM"
"IL2RA"	"SKCM"
"IL2RB"	"SKCM"
"IL2RG"	"SKCM"
"IL32"	"SKCM"
"IL3RA"	"SKCM"
"IL4R"	"SKCM"
"IL6"	"SKCM"
"INHBA"	"SKCM"
"INPP5D"	"SKCM"
"IRAK2"	"SKCM"
"IRF1"	"SKCM"
"IRF2"	"SKCM"
"IRF5"	"SKCM"
"IRF7"	"SKCM"
"IRF8"	"SKCM"
"ISG20"	"SKCM"
"ITGA4"	"SKCM"
"ITGAL"	"SKCM"
"ITGAM"	"SKCM"
"ITGAX"	"SKCM"
"ITGB2"	"SKCM"
"ITGB7"	"SKCM"
"ITK"	"SKCM"
"JAK1"	"SKCM"
"JAK3"	"SKCM"
"KBTBD8"	"SKCM"
"KCNJ2"	"SKCM"
"KCNK6"	"SKCM"
"KIAA0125"	"SKCM"
"KIAA1949"	"SKCM"
"KIR2DL3"	"SKCM"
"KIR2DL4"	"SKCM"
"KIR3DL1"	"SKCM"
"KLHL6"	"SKCM"
"KLRB1"	"SKCM"
"KLRD1"	"SKCM"
"KLRF1"	"SKCM"
"KLRG1"	"SKCM"
"KLRK1"	"SKCM"
"KYNU"	"SKCM"
"LACTB"	"SKCM"
"LAG3"	"SKCM"
"LAT2"	"SKCM"
"LCK"	"SKCM"
"LCP1"	"SKCM"
"LCP2"	"SKCM"
"LFNG"	"SKCM"
"LIF"	"SKCM"
"LILRA1"	"SKCM"
"LILRA2"	"SKCM"
"LILRA6"	"SKCM"
"LILRB1"	"SKCM"
"LILRB2"	"SKCM"
"LILRB3"	"SKCM"
"LITAF"	"SKCM"
"LOC283663"	"SKCM"
"LOC728855"	"SKCM"
"LPXN"	"SKCM"
"LRMP"	"SKCM"
"LRRN3"	"SKCM"
"LSP1"	"SKCM"
"LST1"	"SKCM"
"LTA"	"SKCM"
"LY75"	"SKCM"
"LY96"	"SKCM"
"LY9"	"SKCM"
"LYN"	"SKCM"
"MAF"	"SKCM"
"MAN1A1"	"SKCM"
"MAP3K8"	"SKCM"
"MAP4K1"	"SKCM"
"MARCH1"	"SKCM"
"MBD2"	"SKCM"
"MCTP2"	"SKCM"
"MEFV"	"SKCM"
"MEI1"	"SKCM"
"MFNG"	"SKCM"
"MGC29506"	"SKCM"
"MIR155HG"	"SKCM"
"MMP12"	"SKCM"
"MMP25"	"SKCM"
"MMP9"	"SKCM"
"MNDA"	"SKCM"
"MOBKL2A"	"SKCM"
"MPEG1"	"SKCM"
"MPZL3"	"SKCM"
"MS4A6A"	"SKCM"
"MS4A7"	"SKCM"
"MX1"	"SKCM"
"MYO1F"	"SKCM"
"MYO1G"	"SKCM"
"NAGK"	"SKCM"
"NCEH1"	"SKCM"
"NCF2"	"SKCM"
"NCF4"	"SKCM"
"NCKAP1L"	"SKCM"
"NCR3"	"SKCM"
"NCRNA00158"	"SKCM"
"NECAP2"	"SKCM"
"NEURL3"	"SKCM"
"NFAM1"	"SKCM"
"NFKBID"	"SKCM"
"NKG7"	"SKCM"
"NLRC3"	"SKCM"
"NLRC5"	"SKCM"
"NLRP12"	"SKCM"
"NLRP7"	"SKCM"
"NMI"	"SKCM"
"NPL"	"SKCM"
"NRP1"	"SKCM"
"NUB1"	"SKCM"
"OAS1"	"SKCM"
"OAS2"	"SKCM"
"OAS3"	"SKCM"
"OBFC2A"	"SKCM"
"OGFRL1"	"SKCM"
"OSM"	"SKCM"
"P2RX5"	"SKCM"
"P2RY13"	"SKCM"
"P2RY8"	"SKCM"
"PARP8"	"SKCM"
"PARP9"	"SKCM"
"PARVG"	"SKCM"
"PATL2"	"SKCM"
"PDCD1LG2"	"SKCM"
"PID1"	"SKCM"
"PIK3IP1"	"SKCM"
"PIK3R5"	"SKCM"
"PILRA"	"SKCM"
"PIM1"	"SKCM"
"PIM2"	"SKCM"
"PION"	"SKCM"
"PLA2G7"	"SKCM"
"PLAUR"	"SKCM"
"PLBD1"	"SKCM"
"PLD3"	"SKCM"
"PLEK"	"SKCM"
"PNOC"	"SKCM"
"POU2F2"	"SKCM"
"PPM1M"	"SKCM"
"PQLC3"	"SKCM"
"PRAM1"	"SKCM"
"PRDM1"	"SKCM"
"PRF1"	"SKCM"
"PRKCH"	"SKCM"
"PRKCQ"	"SKCM"
"PRRG4"	"SKCM"
"PTAFR"	"SKCM"
"PTGDR"	"SKCM"
"PTGER2"	"SKCM"
"PTPN22"	"SKCM"
"PTPN6"	"SKCM"
"PTPN7"	"SKCM"
"PTPRCAP"	"SKCM"
"PTPRC"	"SKCM"
"PTPRE"	"SKCM"
"PVRIG"	"SKCM"
"PYHIN1"	"SKCM"
"RAB37"	"SKCM"
"RASAL3"	"SKCM"
"RASGRP1"	"SKCM"
"RASGRP2"	"SKCM"
"RASGRP3"	"SKCM"
"RASGRP4"	"SKCM"
"RASSF2"	"SKCM"
"RASSF4"	"SKCM"
"RASSF5"	"SKCM"
"RCSD1"	"SKCM"
"RELB"	"SKCM"
"RELT"	"SKCM"
"RFTN1"	"SKCM"
"RGL4"	"SKCM"
"RGS18"	"SKCM"
"RGS19"	"SKCM"
"RHOG"	"SKCM"
"RHOH"	"SKCM"
"RILPL2"	"SKCM"
"RNASE2"	"SKCM"
"RNASE6"	"SKCM"
"RNASET2"	"SKCM"
"RNF149"	"SKCM"
"RNF166"	"SKCM"
"RNF213"	"SKCM"
"RORA"	"SKCM"
"RSAD2"	"SKCM"
"S100A12"	"SKCM"
"S1PR4"	"SKCM"
"S1PR5"	"SKCM"
"SAMD3"	"SKCM"
"SAMD9L"	"SKCM"
"SAMD9"	"SKCM"
"SAMHD1"	"SKCM"
"SAMSN1"	"SKCM"
"SASH3"	"SKCM"
"SEL1L3"	"SKCM"
"SELPLG"	"SKCM"
"SEMA4D"	"SKCM"
"SEPT1"	"SKCM"
"SEPT6"	"SKCM"
"SEPX1"	"SKCM"
"SERPINB9"	"SKCM"
"SGPP2"	"SKCM"
"SH2B3"	"SKCM"
"SH2D2A"	"SKCM"
"SH3BP5"	"SKCM"
"SHKBP1"	"SKCM"
"SIGLEC1"	"SKCM"
"SLAMF1"	"SKCM"
"SLAMF7"	"SKCM"
"SLAMF8"	"SKCM"
"SLA"	"SKCM"
"SLC11A1"	"SKCM"
"SLC15A3"	"SKCM"
"SLC2A6"	"SKCM"
"SLC31A2"	"SKCM"
"SLCO3A1"	"SKCM"
"SMAP2"	"SKCM"
"SNX11"	"SKCM"
"SOCS1"	"SKCM"
"SP110"	"SKCM"
"SP140L"	"SKCM"
"SPI1"	"SKCM"
"SPIB"	"SKCM"
"ST6GALNAC4"	"SKCM"
"ST8SIA4"	"SKCM"
"STAB1"	"SKCM"
"STAP1"	"SKCM"
"STAT1"	"SKCM"
"STAT4"	"SKCM"
"STK17A"	"SKCM"
"STK17B"	"SKCM"
"STX11"	"SKCM"
"STXBP2"	"SKCM"
"SYK"	"SKCM"
"SYTL3"	"SKCM"
"TAGAP"	"SKCM"
"TAP1"	"SKCM"
"TAP2"	"SKCM"
"TBC1D10C"	"SKCM"
"TBX21"	"SKCM"
"TBXAS1"	"SKCM"
"TCF7"	"SKCM"
"TCIRG1"	"SKCM"
"TFEC"	"SKCM"
"TFPI2"	"SKCM"
"TGFB1"	"SKCM"
"THBS1"	"SKCM"
"TIFAB"	"SKCM"
"TIFA"	"SKCM"
"TIGIT"	"SKCM"
"TLR10"	"SKCM"
"TLR1"	"SKCM"
"TLR2"	"SKCM"
"TLR4"	"SKCM"
"TLR8"	"SKCM"
"TM6SF1"	"SKCM"
"TM7SF4"	"SKCM"
"TMC8"	"SKCM"
"TMEM149"	"SKCM"
"TMEM154"	"SKCM"
"TMEM156"	"SKCM"
"TMEM71"	"SKCM"
"TMIGD2"	"SKCM"
"TNFAIP2"	"SKCM"
"TNFAIP3"	"SKCM"
"TNFAIP6"	"SKCM"
"TNFAIP8"	"SKCM"
"TNFRSF10C"	"SKCM"
"TNFRSF17"	"SKCM"
"TNFRSF18"	"SKCM"
"TNFRSF1B"	"SKCM"
"TNFRSF4"	"SKCM"
"TNFRSF9"	"SKCM"
"TNFSF13B"	"SKCM"
"TNFSF8"	"SKCM"
"TNF"	"SKCM"
"TNIP1"	"SKCM"
"TNIP3"	"SKCM"
"TOR3A"	"SKCM"
"TPRG1"	"SKCM"
"TRADD"	"SKCM"
"TRAF1"	"SKCM"
"TRAF3IP3"	"SKCM"
"TRAFD1"	"SKCM"
"TRAT1"	"SKCM"
"TREM2"	"SKCM"
"TRERF1"	"SKCM"
"TRIM59"	"SKCM"
"TRIM69"	"SKCM"
"TSC22D3"	"SKCM"
"TXNDC11"	"SKCM"
"TYMP"	"SKCM"
"UBE2F"	"SKCM"
"UBE2J1"	"SKCM"
"UCP2"	"SKCM"
"UNC93B1"	"SKCM"
"VASP"	"SKCM"
"VNN2"	"SKCM"
"VPREB3"	"SKCM"
"WAS"	"SKCM"
"WIPF1"	"SKCM"
"WNT10A"	"SKCM"
"WNT5A"	"SKCM"
"WTAP"	"SKCM"
"XAF1"	"SKCM"
"XCL1"	"SKCM"
"YPEL3"	"SKCM"
"ZAP70"	"SKCM"
"ZBED2"	"SKCM"
"ZBP1"	"SKCM"
"ZCCHC6"	"SKCM"
"ZDHHC18"	"SKCM"
"ZNF467"	"SKCM"
"AIM2"	"STAD"
"AMPD1"	"STAD"
"ARHGAP30"	"STAD"
"ATP8B2"	"STAD"
"BATF3"	"STAD"
"C1orf162"	"STAD"
"C1orf38"	"STAD"
"CD1A"	"STAD"
"CD1B"	"STAD"
"CD1C"	"STAD"
"CD1D"	"STAD"
"CD1E"	"STAD"
"CD244"	"STAD"
"CD247"	"STAD"
"CD2"	"STAD"
"CD53"	"STAD"
"CD84"	"STAD"
"CHI3L1"	"STAD"
"CR1"	"STAD"
"CSF1"	"STAD"
"CSF3R"	"STAD"
"DPYD"	"STAD"
"FAIM3"	"STAD"
"FAM129A"	"STAD"
"FASLG"	"STAD"
"FCER1A"	"STAD"
"FCGR2A"	"STAD"
"FCGR2B"	"STAD"
"FCGR2C"	"STAD"
"FCRL1"	"STAD"
"FCRL2"	"STAD"
"FCRL3"	"STAD"
"FCRL5"	"STAD"
"FCRLA"	"STAD"
"FGR"	"STAD"
"GBP1"	"STAD"
"GBP5"	"STAD"
"HLX"	"STAD"
"IFI16"	"STAD"
"IFI44L"	"STAD"
"IFI44"	"STAD"
"IL24"	"STAD"
"LCK"	"STAD"
"LRRC8C"	"STAD"
"LY9"	"STAD"
"MNDA"	"STAD"
"NCF2"	"STAD"
"NECAP2"	"STAD"
"PDE4B"	"STAD"
"PIK3CD"	"STAD"
"PTAFR"	"STAD"
"PTPN22"	"STAD"
"PTPN7"	"STAD"
"PTPRC"	"STAD"
"PYHIN1"	"STAD"
"RASSF5"	"STAD"
"RCSD1"	"STAD"
"RGS18"	"STAD"
"RGS1"	"STAD"
"RUNX3"	"STAD"
"S100A12"	"STAD"
"SLAMF1"	"STAD"
"SLAMF7"	"STAD"
"SLAMF8"	"STAD"
"SMAP2"	"STAD"
"TNFRSF4"	"STAD"
"TNFRSF9"	"STAD"
"TRAF3IP3"	"STAD"
"APBB1IP"	"STAD"
"ARHGAP22"	"STAD"
"C10orf54"	"STAD"
"CAMK1D"	"STAD"
"CELF2"	"STAD"
"DUSP5"	"STAD"
"ENTPD1"	"STAD"
"FAS"	"STAD"
"IFIT3"	"STAD"
"IL2RA"	"STAD"
"NRP1"	"STAD"
"PIP4K2A"	"STAD"
"PRF1"	"STAD"
"PRKCQ"	"STAD"
"SFMBT2"	"STAD"
"AMICA1"	"STAD"
"AMPD3"	"STAD"
"BIRC3"	"STAD"
"C11orf21"	"STAD"
"CASP1"	"STAD"
"CD3D"	"STAD"
"CD3E"	"STAD"
"CD3G"	"STAD"
"CD5"	"STAD"
"CD6"	"STAD"
"CRTAM"	"STAD"
"CTSW"	"STAD"
"FERMT3"	"STAD"
"FLI1"	"STAD"
"IL10RA"	"STAD"
"LPXN"	"STAD"
"LSP1"	"STAD"
"MPEG1"	"STAD"
"MS4A6A"	"STAD"
"PTPRCAP"	"STAD"
"RASGRP2"	"STAD"
"RDX"	"STAD"
"RHOG"	"STAD"
"SLC15A3"	"STAD"
"SPI1"	"STAD"
"SWAP70"	"STAD"
"TBC1D10C"	"STAD"
"ARHGAP9"	"STAD"
"BIN2"	"STAD"
"CD27"	"STAD"
"CD69"	"STAD"
"CHST11"	"STAD"
"CLEC2D"	"STAD"
"CLEC4A"	"STAD"
"CLEC4E"	"STAD"
"CLEC7A"	"STAD"
"CLECL1"	"STAD"
"FAM113B"	"STAD"
"GLIPR1"	"STAD"
"GLT1D1"	"STAD"
"GPR84"	"STAD"
"HVCN1"	"STAD"
"IFNG"	"STAD"
"ITGB7"	"STAD"
"KLRB1"	"STAD"
"KLRD1"	"STAD"
"KLRF1"	"STAD"
"KLRG1"	"STAD"
"KLRK1"	"STAD"
"LAG3"	"STAD"
"LOC374443"	"STAD"
"LRMP"	"STAD"
"MMP19"	"STAD"
"NCKAP1L"	"STAD"
"PLXNC1"	"STAD"
"PRICKLE1"	"STAD"
"RILPL2"	"STAD"
"SELPLG"	"STAD"
"SH2B3"	"STAD"
"GPR183"	"STAD"
"GPR18"	"STAD"
"LCP1"	"STAD"
"RCBTB2"	"STAD"
"TNFSF13B"	"STAD"
"EVL"	"STAD"
"GNG2"	"STAD"
"GPR132"	"STAD"
"GPR65"	"STAD"
"GPR68"	"STAD"
"GZMB"	"STAD"
"GZMH"	"STAD"
"KIAA0125"	"STAD"
"PRKCH"	"STAD"
"PTGDR"	"STAD"
"RNASE2"	"STAD"
"BCL2A1"	"STAD"
"HDGFRP3"	"STAD"
"IL16"	"STAD"
"OAZ2"	"STAD"
"RAB8B"	"STAD"
"RASGRP1"	"STAD"
"RORA"	"STAD"
"THBS1"	"STAD"
"TM6SF1"	"STAD"
"TRIM69"	"STAD"
"CCL17"	"STAD"
"CD19"	"STAD"
"CORO1A"	"STAD"
"CYLD"	"STAD"
"DPEP2"	"STAD"
"IGSF6"	"STAD"
"ITGAL"	"STAD"
"ITGAM"	"STAD"
"ITGAX"	"STAD"
"LITAF"	"STAD"
"MAF"	"STAD"
"MEFV"	"STAD"
"MMP25"	"STAD"
"NLRC3"	"STAD"
"RNF166"	"STAD"
"SEPT1"	"STAD"
"TNFRSF17"	"STAD"
"ACAP1"	"STAD"
"ADAP2"	"STAD"
"CCL8"	"STAD"
"CCR7"	"STAD"
"CD300A"	"STAD"
"CD79B"	"STAD"
"CD7"	"STAD"
"CLEC10A"	"STAD"
"EVI2A"	"STAD"
"EVI2B"	"STAD"
"FAM101B"	"STAD"
"FMNL1"	"STAD"
"HS3ST3B1"	"STAD"
"ICAM2"	"STAD"
"PIK3R5"	"STAD"
"RAB37"	"STAD"
"STAT5A"	"STAD"
"TBX21"	"STAD"
"TIMP2"	"STAD"
"TMC8"	"STAD"
"TRPV2"	"STAD"
"XAF1"	"STAD"
"KLHL14"	"STAD"
"L3MBTL4"	"STAD"
"C5AR1"	"STAD"
"CD209"	"STAD"
"CD37"	"STAD"
"CD79A"	"STAD"
"EBI3"	"STAD"
"EMR2"	"STAD"
"EMR3"	"STAD"
"FAM129C"	"STAD"
"FPR1"	"STAD"
"FPR2"	"STAD"
"FPR3"	"STAD"
"GMFG"	"STAD"
"GNG7"	"STAD"
"GZMM"	"STAD"
"HCST"	"STAD"
"HMHA1"	"STAD"
"ICAM3"	"STAD"
"JAK3"	"STAD"
"LILRA1"	"STAD"
"LILRB1"	"STAD"
"LILRB2"	"STAD"
"LILRB3"	"STAD"
"MAP4K1"	"STAD"
"MYO1F"	"STAD"
"NKG7"	"STAD"
"POU2F2"	"STAD"
"PRAM1"	"STAD"
"RASAL3"	"STAD"
"RASGRP4"	"STAD"
"S1PR4"	"STAD"
"S1PR5"	"STAD"
"SPIB"	"STAD"
