"B_cells"	"Cytotoxic_cells"	"Dendritic_cells"	"Eosinophils"	"Macrophages"	"Mast_cells"	"NK_cells"	"Neutrophils"	"T_cells_CD4"	"T_cells_CD8"	"T_cells_gamma_delta"	"T_regulatory_cells"	"Macrophages_M1"	"Macrophages_M2"	"Monocytes"	"Plasma_cells"	"Endothelial"	"Fibroblasts"
"PYGM"	""	""	""	"TMX1"	""	""	""	"PLP2"	"SIRPG"	""	""	""	""	""	""	"UBIAD1"	""
"QRSL1"	""	""	""	"TNFRSF12A"	""	""	""	"PLXDC1"	"SIT1"	""	""	""	""	""	""	"UBXN1"	""
"R3HCC1"	""	""	""	"TNFSF14"	""	""	""	"PNMA3"	"SKI"	""	""	""	""	""	""	"UFD1L"	""
"RAD17"	""	""	""	"TNPO1"	""	""	""	"POLD2"	"SLAMF1"	""	""	""	""	""	""	"UNC45A"	""
"RAD23A"	""	""	""	"TPP1"	""	""	""	"POLR2A"	"SLC16A7"	""	""	""	""	""	""	"URM1"	""
"RAG2"	""	""	""	"TRAF3"	""	""	""	"POLR3E"	"SLC17A4"	""	""	""	""	""	""	"USP5"	""
"RAPGEF1"	""	""	""	"TRAPPC2L"	""	""	""	"POP5"	"SLC1A7"	""	""	""	""	""	""	"VAMP3"	""
"RAPSN"	""	""	""	"TRAPPC3"	""	""	""	"POU6F1"	"SLC25A12"	""	""	""	""	""	""	"VEPH1"	""
"RASGRP2"	""	""	""	"TREM2"	""	""	""	"PPA2"	"SLC25A20"	""	""	""	""	""	""	"VWF"	""
"RB1"	""	""	""	"TRIP4"	""	""	""	"PPID"	"SLC35B1"	""	""	""	""	""	""	"WDR13"	""
"RBM15"	""	""	""	"TSPO"	""	""	""	"PPIH"	"SLC35E1"	""	""	""	""	""	""	"WDR4"	""
"RBP3"	""	""	""	"TTLL4"	""	""	""	"PPM1B"	"SLC38A1"	""	""	""	""	""	""	"YIF1B"	""
"RECQL5"	""	""	""	"TULP4"	""	""	""	"PPP1CB"	"SLC6A7"	""	""	""	""	""	""	"YKT6"	""
"RERE"	""	""	""	"TYROBP"	""	""	""	"PPP1CC"	"SMAP1"	""	""	""	""	""	""	"YWHAE"	""
"RFC2"	""	""	""	"UBE2D4"	""	""	""	"PPP2CA"	"SMCP"	""	""	""	""	""	""	"ZC3H7B"	""
"RFC5"	""	""	""	"UBXN6"	""	""	""	"PPP2R5C"	"SMR3B"	""	""	""	""	""	""	"ZDHHC24"	""
"RIC3"	""	""	""	"UCP3"	""	""	""	"PPP2R5D"	"SNRNP200"	""	""	""	""	""	""	"ZFPL1"	""
"RNF25"	""	""	""	"UGP2"	""	""	""	"PPP6C"	"SNTB2"	""	""	""	""	""	""	"ZNF205"	""
"RNGTT"	""	""	""	"UNC50"	""	""	""	"PPWD1"	"SON"	""	""	""	""	""	""	"ZNF22"	""
"RPE65"	""	""	""	"UQCR10"	""	""	""	"PREPL"	"SPSB3"	""	""	""	""	""	""	"ZNF282"	""
"RPGRIP1"	""	""	""	"UQCR11"	""	""	""	"PRMT2"	"SRCAP"	""	""	""	""	""	""	"ZWILCH"	""
"RPS11"	""	""	""	"UQCRC2"	""	""	""	"PRMT3"	"SRRT"	""	""	""	""	""	""	""	""
"RPS16"	""	""	""	"USF2"	""	""	""	"PRPF18"	"SS18L2"	""	""	""	""	""	""	""	""
"RRAS2"	""	""	""	"USP14"	""	""	""	"PRPF19"	"SSR2"	""	""	""	""	""	""	""	""
"RRH"	""	""	""	"UTP3"	""	""	""	"PRPF38B"	"SSTR3"	""	""	""	""	""	""	""	""
"RRM2"	""	""	""	"VAMP8"	""	""	""	"PSD"	"STK25"	""	""	""	""	""	""	""	""
"S100G"	""	""	""	"VIM"	""	""	""	"PSMD2"	"STUB1"	""	""	""	""	""	""	""	""
"S1PR2"	""	""	""	"VPS33A"	""	""	""	"PSMD9"	"STX18"	""	""	""	""	""	""	""	""
"S1PR4"	""	""	""	"VPS35"	""	""	""	"PSMF1"	"STX4"	""	""	""	""	""	""	""	""
"SAC3D1"	""	""	""	"VPS53"	""	""	""	"PTGER2"	"SYN2"	""	""	""	""	""	""	""	""
"SCN3A"	""	""	""	"VSIG4"	""	""	""	"PTGES3"	"TAF10"	""	""	""	""	""	""	""	""
"SCRN1"	""	""	""	"VTI1B"	""	""	""	"PTPN11"	"TBCC"	""	""	""	""	""	""	""	""
"SCRT1"	""	""	""	"WDFY3"	""	""	""	"PTPN4"	"TBX21"	""	""	""	""	""	""	""	""
"SDK2"	""	""	""	"WDR11"	""	""	""	"PTPRCAP"	"TCOF1"	""	""	""	""	""	""	""	""
"SEC24A"	""	""	""	"WSB2"	""	""	""	"PURA"	"THUMPD1"	""	""	""	""	""	""	""	""
"SEC62"	""	""	""	"WTAP"	""	""	""	"PVRIG"	"TIMM22"	""	""	""	""	""	""	""	""
"SELL"	""	""	""	"XPNPEP2"	""	""	""	"RAB3GAP1"	"TMC6"	""	""	""	""	""	""	""	""
"SELP"	""	""	""	"YIF1B"	""	""	""	"RABGGTA"	"TMEM184B"	""	""	""	""	""	""	""	""
"SERPINA4"	""	""	""	"ZC3H15"	""	""	""	"RAD21"	"TMEM30B"	""	""	""	""	""	""	""	""
"SGCA"	""	""	""	"ZC3H3"	""	""	""	"RAD9A"	"TMEM41B"	""	""	""	""	""	""	""	""
"SHCBP1"	""	""	""	"ZCCHC4"	""	""	""	"RAE1"	"TNFSF8"	""	""	""	""	""	""	""	""
"SHISA6"	""	""	""	"ZDHHC24"	""	""	""	"RANBP1"	"TNIP2"	""	""	""	""	""	""	""	""
"SIGLEC6"	""	""	""	"ZDHHC3"	""	""	""	"RANBP9"	"TNKS2"	""	""	""	""	""	""	""	""
"SIK1"	""	""	""	"ZMPSTE24"	""	""	""	"RAPGEF6"	"TNRC6B"	""	""	""	""	""	""	""	""
"SIPA1L3"	""	""	""	"ZNF219"	""	""	""	"RBL1"	"TOMM7"	""	""	""	""	""	""	""	""
"SIVA1"	""	""	""	"ZZZ3"	""	""	""	"RBL2"	"TPP2"	""	""	""	""	""	""	""	""
"SLC12A1"	""	""	""	""	""	""	""	"RBM10"	"TRAC"	""	""	""	""	""	""	""	""
"SLC12A3"	""	""	""	""	""	""	""	"RBM19"	"TRADD"	""	""	""	""	""	""	""	""
"SLC13A2"	""	""	""	""	""	""	""	"RBM25"	"TRAF3IP1"	""	""	""	""	""	""	""	""
"SLC13A4"	""	""	""	""	""	""	""	"RBM3"	"TRAF3IP3"	""	""	""	""	""	""	""	""
"SLC15A2"	""	""	""	""	""	""	""	"RBM34"	"TRAPPC4"	""	""	""	""	""	""	""	""
"SLC17A1"	""	""	""	""	""	""	""	"RBM5"	"TRBC1"	""	""	""	""	""	""	""	""
"SLC17A7"	""	""	""	""	""	""	""	"RBMS1"	"TRMT2A"	""	""	""	""	""	""	""	""
"SLC24A1"	""	""	""	""	""	""	""	"RCAN3"	"TRMU"	""	""	""	""	""	""	""	""
"SLC24A2"	""	""	""	""	""	""	""	"REV1"	"TRNAU1AP"	""	""	""	""	""	""	""	""
"SLC25A31"	""	""	""	""	""	""	""	"RGS1"	"TSC22D3"	""	""	""	""	""	""	""	""
"SLC2A2"	""	""	""	""	""	""	""	"RIC3"	"TSPAN32"	""	""	""	""	""	""	""	""
"SLC30A10"	""	""	""	""	""	""	""	"RIC8A"	"TTC22"	""	""	""	""	""	""	""	""
"SLC30A4"	""	""	""	""	""	""	""	"RIPK1"	"TTN"	""	""	""	""	""	""	""	""
"SLC5A7"	""	""	""	""	""	""	""	"RNF216"	"TUFM"	""	""	""	""	""	""	""	""
"SLCO1C1"	""	""	""	""	""	""	""	"RNF34"	"TULP4"	""	""	""	""	""	""	""	""
"SLN"	""	""	""	""	""	""	""	"RNF6"	"UBE2Q1"	""	""	""	""	""	""	""	""
"SLURP1"	""	""	""	""	""	""	""	"RNF7"	"UBN1"	""	""	""	""	""	""	""	""
"SMARCA4"	""	""	""	""	""	""	""	"RNPEPL1"	"UBQLN2"	""	""	""	""	""	""	""	""
"SMC4"	""	""	""	""	""	""	""	"RPA1"	"UBTF"	""	""	""	""	""	""	""	""
"SMC6"	""	""	""	""	""	""	""	"RPA3"	"URB2"	""	""	""	""	""	""	""	""
"SNED1"	""	""	""	""	""	""	""	"RPAP2"	"URGCP"	""	""	""	""	""	""	""	""
"SNRPD1"	""	""	""	""	""	""	""	"RPF1"	"USP1"	""	""	""	""	""	""	""	""
"SNTG2"	""	""	""	""	""	""	""	"RPL13"	"USP34"	""	""	""	""	""	""	""	""
"SNX2"	""	""	""	""	""	""	""	"RPL13A"	"USP36"	""	""	""	""	""	""	""	""
"SOX14"	""	""	""	""	""	""	""	"RPL14"	"USP47"	""	""	""	""	""	""	""	""
"SP140"	""	""	""	""	""	""	""	"RPL36"	"UTP20"	""	""	""	""	""	""	""	""
"SPATA7"	""	""	""	""	""	""	""	"RPL38"	"VAMP2"	""	""	""	""	""	""	""	""
"SPC25"	""	""	""	""	""	""	""	"RPL3P7"	"VPS33A"	""	""	""	""	""	""	""	""
"SPIB"	""	""	""	""	""	""	""	"RPL4"	"VPS4A"	""	""	""	""	""	""	""	""
"SPTA1"	""	""	""	""	""	""	""	"RPL5"	"WAS"	""	""	""	""	""	""	""	""
"SPTBN5"	""	""	""	""	""	""	""	"RPL8"	"WDR18"	""	""	""	""	""	""	""	""
"SRY"	""	""	""	""	""	""	""	"RPLP2"	"WDR82"	""	""	""	""	""	""	""	""
"SSX3"	""	""	""	""	""	""	""	"RPN2"	"WSB2"	""	""	""	""	""	""	""	""
"STAG3"	""	""	""	""	""	""	""	"RPRD2"	"WWP2"	""	""	""	""	""	""	""	""
"STAP1"	""	""	""	""	""	""	""	"RPS16"	"XCL1"	""	""	""	""	""	""	""	""
"STIP1"	""	""	""	""	""	""	""	"RPS19"	"YLPM1"	""	""	""	""	""	""	""	""
"STRN4"	""	""	""	""	""	""	""	"RPS21"	"ZAP70"	""	""	""	""	""	""	""	""
"SUB1"	""	""	""	""	""	""	""	"RPS3"	"ZBTB1"	""	""	""	""	""	""	""	""
"SYN2"	""	""	""	""	""	""	""	"RPS6"	"ZBTB11"	""	""	""	""	""	""	""	""
"SYN3"	""	""	""	""	""	""	""	"RRM1"	"ZBTB39"	""	""	""	""	""	""	""	""
"SYPL1"	""	""	""	""	""	""	""	"RRP1B"	"ZC3H13"	""	""	""	""	""	""	""	""
"TACC3"	""	""	""	""	""	""	""	"RRS1"	"ZC3HAV1"	""	""	""	""	""	""	""	""
"TACR3"	""	""	""	""	""	""	""	"RSL24D1"	"ZEB1"	""	""	""	""	""	""	""	""
"TAF6"	""	""	""	""	""	""	""	"RSRC2"	"ZFP36L2"	""	""	""	""	""	""	""	""
"TAS2R14"	""	""	""	""	""	""	""	"RUVBL1"	"ZMYM1"	""	""	""	""	""	""	""	""
"TBC1D5"	""	""	""	""	""	""	""	"RWDD1"	"ZMYND11"	""	""	""	""	""	""	""	""
"TCF3"	""	""	""	""	""	""	""	"RXRB"	"ZNF142"	""	""	""	""	""	""	""	""
"TCL1A"	""	""	""	""	""	""	""	"RXRG"	"ZNF154"	""	""	""	""	""	""	""	""
"TCL1B"	""	""	""	""	""	""	""	"S100A11"	"ZNF200"	""	""	""	""	""	""	""	""
"TCL6"	""	""	""	""	""	""	""	"SACM1L"	"ZNF22"	""	""	""	""	""	""	""	""
"TCOF1"	""	""	""	""	""	""	""	"SAFB2"	"ZNF276"	""	""	""	""	""	""	""	""
"TCTN2"	""	""	""	""	""	""	""	"SAMSN1"	"ZNF335"	""	""	""	""	""	""	""	""
"TERT"	""	""	""	""	""	""	""	"SARDH"	"ZNF394"	""	""	""	""	""	""	""	""
"TESK1"	""	""	""	""	""	""	""	"SCNN1D"	"ZNF428"	""	""	""	""	""	""	""	""
"TGM3"	""	""	""	""	""	""	""	"SEC23IP"	"ZNF549"	""	""	""	""	""	""	""	""
"THPO"	""	""	""	""	""	""	""	"SEC24C"	"ZNF609"	""	""	""	""	""	""	""	""
"TLR7"	""	""	""	""	""	""	""	"SELL"	"ZNF611"	""	""	""	""	""	""	""	""
"TLX2"	""	""	""	""	""	""	""	"SELPLG"	"ZNF639"	""	""	""	""	""	""	""	""
"TMPRSS11D"	""	""	""	""	""	""	""	"SEPT10"	"ZNF696"	""	""	""	""	""	""	""	""
"TNFRSF12A"	""	""	""	""	""	""	""	"SEPT9"	"ZNF79"	""	""	""	""	""	""	""	""
"TNFRSF13B"	""	""	""	""	""	""	""	"SERP1"	"ZNF91"	""	""	""	""	""	""	""	""
"TNFRSF17"	""	""	""	""	""	""	""	"SETD5"	"ZNHIT3"	""	""	""	""	""	""	""	""
"TNNT2"	""	""	""	""	""	""	""	"SF3A1"	""	""	""	""	""	""	""	""	""
"TOP2B"	""	""	""	""	""	""	""	"SF3B2"	""	""	""	""	""	""	""	""	""
"TRA2A"	""	""	""	""	""	""	""	"SFPQ"	""	""	""	""	""	""	""	""	""
"TRA2B"	""	""	""	""	""	""	""	"SGSM2"	""	""	""	""	""	""	""	""	""
"TRAF3"	""	""	""	""	""	""	""	"SH2B1"	""	""	""	""	""	""	""	""	""
"TRAPPC9"	""	""	""	""	""	""	""	"SH2D1A"	""	""	""	""	""	""	""	""	""
"TREML2"	""	""	""	""	""	""	""	"SIRPG"	""	""	""	""	""	""	""	""	""
"TRMT61A"	""	""	""	""	""	""	""	"SIT1"	""	""	""	""	""	""	""	""	""
"TROVE2"	""	""	""	""	""	""	""	"SLAMF1"	""	""	""	""	""	""	""	""	""
"TRPM1"	""	""	""	""	""	""	""	"SLC25A12"	""	""	""	""	""	""	""	""	""
"TRPM3"	""	""	""	""	""	""	""	"SLC25A38"	""	""	""	""	""	""	""	""	""
"TRRAP"	""	""	""	""	""	""	""	"SLC25A6"	""	""	""	""	""	""	""	""	""
"TSHB"	""	""	""	""	""	""	""	"SLC35B1"	""	""	""	""	""	""	""	""	""
"TSPAN13"	""	""	""	""	""	""	""	"SLC38A10"	""	""	""	""	""	""	""	""	""
"TSSC1"	""	""	""	""	""	""	""	"SLC4A5"	""	""	""	""	""	""	""	""	""
"TSSK2"	""	""	""	""	""	""	""	"SLC9A6"	""	""	""	""	""	""	""	""	""
"TUT1"	""	""	""	""	""	""	""	"SLTM"	""	""	""	""	""	""	""	""	""
"UBE2C"	""	""	""	""	""	""	""	"SMAD2"	""	""	""	""	""	""	""	""	""
"UBE2G1"	""	""	""	""	""	""	""	"SMAP1"	""	""	""	""	""	""	""	""	""
"UBE2I"	""	""	""	""	""	""	""	"SMARCC2"	""	""	""	""	""	""	""	""	""
"UBE2N"	""	""	""	""	""	""	""	"SMC5"	""	""	""	""	""	""	""	""	""
"UBE2O"	""	""	""	""	""	""	""	"SMG5"	""	""	""	""	""	""	""	""	""
"UCP3"	""	""	""	""	""	""	""	"SMU1"	""	""	""	""	""	""	""	""	""
"ULK4"	""	""	""	""	""	""	""	"SNPH"	""	""	""	""	""	""	""	""	""
"UNC5C"	""	""	""	""	""	""	""	"SNTG2"	""	""	""	""	""	""	""	""	""
"USP6"	""	""	""	""	""	""	""	"SNX19"	""	""	""	""	""	""	""	""	""
"USP7"	""	""	""	""	""	""	""	"SOCS3"	""	""	""	""	""	""	""	""	""
"UTP6"	""	""	""	""	""	""	""	"SOD1"	""	""	""	""	""	""	""	""	""
"VN1R1"	""	""	""	""	""	""	""	"SON"	""	""	""	""	""	""	""	""	""
"VPREB1"	""	""	""	""	""	""	""	"SORCS3"	""	""	""	""	""	""	""	""	""
"VPREB3"	""	""	""	""	""	""	""	"SOS1"	""	""	""	""	""	""	""	""	""
"VSX1"	""	""	""	""	""	""	""	"SP3"	""	""	""	""	""	""	""	""	""
"WDR11"	""	""	""	""	""	""	""	"SPAG16"	""	""	""	""	""	""	""	""	""
"WDR74"	""	""	""	""	""	""	""	"SPEG"	""	""	""	""	""	""	""	""	""
"WNT16"	""	""	""	""	""	""	""	"SPSB3"	""	""	""	""	""	""	""	""	""
"WNT2"	""	""	""	""	""	""	""	"SPTAN1"	""	""	""	""	""	""	""	""	""
"XPNPEP2"	""	""	""	""	""	""	""	"SRP9"	""	""	""	""	""	""	""	""	""
"ZBTB32"	""	""	""	""	""	""	""	"SRRT"	""	""	""	""	""	""	""	""	""
"ZIC3"	""	""	""	""	""	""	""	"SRSF10"	""	""	""	""	""	""	""	""	""
"ZMYND10"	""	""	""	""	""	""	""	"SSNA1"	""	""	""	""	""	""	""	""	""
"ZNF154"	""	""	""	""	""	""	""	"SSR2"	""	""	""	""	""	""	""	""	""
"ZNF155"	""	""	""	""	""	""	""	"SSTR3"	""	""	""	""	""	""	""	""	""
"ZNF202"	""	""	""	""	""	""	""	"STAP1"	""	""	""	""	""	""	""	""	""
"ZNF208"	""	""	""	""	""	""	""	"STK11"	""	""	""	""	""	""	""	""	""
"ZNF37A"	""	""	""	""	""	""	""	"STK16"	""	""	""	""	""	""	""	""	""
"ZNF407"	""	""	""	""	""	""	""	"STUB1"	""	""	""	""	""	""	""	""	""
"ZNF548"	""	""	""	""	""	""	""	"STX17"	""	""	""	""	""	""	""	""	""
"ZNF638"	""	""	""	""	""	""	""	"SUB1"	""	""	""	""	""	""	""	""	""
"ZNF674"	""	""	""	""	""	""	""	"SUCLG1"	""	""	""	""	""	""	""	""	""
"ZNF688"	""	""	""	""	""	""	""	"SUPT6H"	""	""	""	""	""	""	""	""	""
"ZNF701"	""	""	""	""	""	""	""	"SUPV3L1"	""	""	""	""	""	""	""	""	""
"ZNF747"	""	""	""	""	""	""	""	"SURF2"	""	""	""	""	""	""	""	""	""
"ZNF81"	""	""	""	""	""	""	""	"TAB2"	""	""	""	""	""	""	""	""	""
"ZZZ3"	""	""	""	""	""	""	""	"TAF10"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TAF1B"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TATDN2"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TBC1D5"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TBCC"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TBL3"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TCF20"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TCF25"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TCF7"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TEX264"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TFAP4"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"THAP1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"THAP11"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"THOC7"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"THOP1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"THRAP3"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"THUMPD1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TINF2"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TKTL1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TMEM123"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TMEM30B"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TNFRSF4"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TNFSF8"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TNIP2"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TNK1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TOE1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TOMM20"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TOMM7"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TOR1AIP1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TPO"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TPP2"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TPR"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TPT1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRA"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRA2A"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRAC"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRADD"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRAF1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRAF3IP3"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRAPPC2L"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRAPPC4"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRAT1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRBC1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRIM46"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRMT112"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRMT2B"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRMT61A"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TSC1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TSN"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TSPAN32"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TSPYL1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TSSC1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TTC37"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TTN"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TUBGCP5"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TUFM"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TUG1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"U2AF2"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"UBA3"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"UBASH3A"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"UBE2D2"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"UBE2D3"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"UBE2L3"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"UBE2N"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"UBIAD1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"UBP1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"UBQLN2"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"UNC45A"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"UQCRC2"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"USP10"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"USP16"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"USP33"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"USP36"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"USP39"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"USP4"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"USP47"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"UTP20"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"UXT"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"VPS52"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"VPS54"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"WBP11"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"WDR46"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"WDR59"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"WDR6"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"WDR82"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"XPC"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"YLPM1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"YME1L1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZAP70"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZBTB11"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZBTB40"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZC3H15"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZC3HAV1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZCCHC11"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZDHHC6"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZFC3H1"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZFYVE9"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZNF200"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZNF236"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZNF263"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZNF264"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZNF335"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZNF394"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZNF609"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZNF611"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZNF638"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZNF76"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZNF780B"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZNHIT6"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZRSR2"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZXDB"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZXDC"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZZZ3"	""	""	""	""	""	""	""	""	""
